YEAR,MONTH,STATNAME,STATCD,DISTNAME,DISTCD
2012,11,UTTAR PRADESH,9,SHRAWASTI,951
2012,1,A & N ISLANDS,35,ANDAMANS,3501
2012,4,HARYANA,6,MEWAT,620
2012,1,KERALA,32,IDUKKI,3209
2012,3,GUJARAT,24,PANCH MAHALS,2417
2012,12,PUDUCHERRY,34,YANAM,3401
2012,11,ODISHA,21,KENDRAPARA,2110
2012,12,TRIPURA,16,DHALAI,1603
2012,4,RAJASTHAN,8,BARMER,817
2012,6,NAGALAND,13,PHEK,1308
2012,1,MEGHALAYA,17,RI BHOI,1705
2012,10,RAJASTHAN,8,BANSWARA,828
2012,11,MANIPUR,14,TAMENGLONG,1402
2012,5,CHHATTISGARH,22,JASHPUR,2203
2012,11,KARNATAKA,29,KOPPAL,2907
2012,4,JAMMU & KASHMIR,1,KISHTWAR,117
2012,11,JHARKHAND,20,CHATRA,2003
2012,7,MEGHALAYA,17,SOUTH GARO HILLS,1703
2012,1,MIZORAM,15,LAWNGTLAI,1507
2012,1,WEST BENGAL,19,BANKURA,1913
2012,1,HARYANA,6,FATEHABAD,610
2012,3,SIKKIM,11,WEST SIKKIM,1102
2012,9,PUDUCHERRY,34,YANAM,3401
2012,7,KERALA,32,WAYANAD,3203
2012,2,WEST BENGAL,19,BANKURA,1913
2012,1,KERALA,32,IDUKKI,3209
2012,1,HIMACHAL PRADESH,2,KANGRA,202
2012,8,NAGALAND,13,MON,1301
2012,11,ARUNACHAL PRADESH,12,WEST KAMENG,1202
2012,8,TELANGANA,36,NIZAMABAD,3602
2012,11,HIMACHAL PRADESH,2,KANGRA,202
2012,2,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601
2012,12,JHARKHAND,20,CHATRA,2003
2012,8,KARNATAKA,29,KOPPAL,2907
2012,8,MIZORAM,15,LAWNGTLAI,1507
2012,4,MIZORAM,15,CHAMPHAI,1504
2012,6,GOA,30,SOUTH GOA,3002
2012,8,KERALA,32,WAYANAD,3203
2012,8,KARNATAKA,29,KODAGU,2925
2012,4,KARNATAKA,29,KOPPAL,2907
2012,4,UTTAR PRADESH,9,MAHARAJGANJ,957
2012,6,ANDHRA PRADESH,28,SRIKAKULAM,2811
2012,6,TELANGANA,36,NALGONDA,3608
2012,7,JAMMU & KASHMIR,1,RAMBAN,118
2012,8,HIMACHAL PRADESH,2,MANDI,205
2012,9,HIMACHAL PRADESH,2,KANGRA,202
2012,5,ANDHRA PRADESH,28,PRAKASAM,2818
2012,4,UTTAR PRADESH,9,KUSHINAGAR,959
2012,7,LAKSHADWEEP,31,LAKSHADWEEP,3101
2012,11,TELANGANA,36,NALGONDA,3608
2012,6,KERALA,32,PATHANAMTHITTA,3212
2012,2,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,1215
2012,1,DELHI,7,CENTRAL DELHI,706
2012,8,MIZORAM,15,CHAMPHAI,1504
2012,3,CHANDIGARH,4,CHANDIGARH,401
2012,7,ODISHA,21,KENDRAPARA,2110
2012,8,MANIPUR,14,TAMENGLONG,1402
2012,8,NAGALAND,13,MON,1301
2012,3,SIKKIM,11,SOUTH SIKKIM,1103
2012,6,ARUNACHAL PRADESH,12,Anjaw,1216
2012,7,MEGHALAYA,17,SOUTH GARO HILLS,1703
2012,9,MIZORAM,15,MAMIT,1501
2012,8,TAMIL NADU,33,PERAMBALUR,3316
2012,9,MEGHALAYA,17,SOUTH GARO HILLS,1703
2012,5,DAMAN & DIU,25,DIU,2501
2012,5,ODISHA,21,NUAPADA,2125
2012,11,GUJARAT,24,VALSAD,2425
2012,2,MIZORAM,15,LAWNGTLAI,1507
2012,7,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,1215
2012,1,UTTARAKHAND,5,RUDRAPRAYAG,503
2012,3,CHANDIGARH,4,CHANDIGARH,401
2012,11,HARYANA,6,MEWAT,620
2012,2,PUDUCHERRY,34,PONDICHERRY,3402
2012,1,PUNJAB,3,NAWANSHAHR,306
2012,4,DELHI,7,CENTRAL DELHI,706
2012,12,NAGALAND,13,MON,1301
2012,2,SIKKIM,11,NORTH SIKKIM,1101
2012,5,MEGHALAYA,17,SOUTH GARO HILLS,1703
2012,10,ODISHA,21,BOUDH,2122
2012,7,KERALA,32,WAYANAD,3203
2012,8,TRIPURA,16,SOUTH TRIPURA,1602
2012,7,UTTAR PRADESH,9,SHRAWASTI,951
2012,5,LAKSHADWEEP,31,LAKSHADWEEP,3101
2012,7,DAMAN & DIU,25,DIU,2501
2012,8,WEST BENGAL,19,PASCHIM MEDINIPUR,1920
2012,2,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601
2012,6,NAGALAND,13,KIPHIRE,1310
2012,9,JHARKHAND,20,GARHWA,2001
2012,9,ASSAM,18,DARRANG,1808
2012,11,HIMACHAL PRADESH,2,BILASPUR (H.P.),208
2012,11,RAJASTHAN,8,BARMER,817
2012,8,NAGALAND,13,MON,1301
2012,3,SIKKIM,11,SOUTH SIKKIM,1103
2012,9,MANIPUR,14,TAMENGLONG,1402
2012,6,UTTARAKHAND,5,RUDRAPRAYAG,503
2012,11,HIMACHAL PRADESH,2,KANGRA,202
2012,12,HARYANA,6,FATEHABAD,610
2012,9,GUJARAT,24,VALSAD,2425
2012,10,MEGHALAYA,17,SOUTH GARO HILLS,1703
2012,12,HIMACHAL PRADESH,2,KANGRA,202
2012,4,PUNJAB,3,HOSHIARPUR,305
2012,9,HARYANA,6,MEWAT,620
2012,11,ANDHRA PRADESH,28,SRIKAKULAM,2811
2012,12,WEST BENGAL,19,KOCH BIHAR,1903
2012,2,BIHAR,10,SAMASTIPUR,1019
2012,8,MIZORAM,15,LAWNGTLAI,1507
2012,4,JHARKHAND,20,GARHWA,2001
2012,4,TAMIL NADU,33,PERAMBALUR,3316
2012,1,PUDUCHERRY,34,YANAM,3401
2012,10,SIKKIM,11,NORTH SIKKIM,1101
2012,1,ODISHA,21,BOUDH,2122
2012,8,HARYANA,6,MEWAT,620
2012,2,HIMACHAL PRADESH,2,BILASPUR (H.P.),208
2012,9,TRIPURA,16,SOUTH TRIPURA,1602
2012,4,GOA,30,NORTH GOA,3001
2012,10,DELHI,7,CENTRAL DELHI,706
2012,5,HIMACHAL PRADESH,2,MANDI,205
2012,2,MAHARASHTRA,27,MUMBAI (SUBURBAN),2722
2012,3,CHHATTISGARH,22,SURGUJA,2202
2012,6,JAMMU & KASHMIR,1,RAMBAN,118
2012,8,GUJARAT,24,VALSAD,2425
2012,11,TELANGANA,36,NIZAMABAD,3602
2012,4,HARYANA,6,MAHENDRAGARH,616
2012,5,HIMACHAL PRADESH,2,MANDI,205
2012,6,UTTAR PRADESH,9,SHRAWASTI,951
2012,9,ARUNACHAL PRADESH,12,Anjaw,1216
2012,3,CHHATTISGARH,22,KANKER,2214
2012,4,GUJARAT,24,VALSAD,2425
2012,9,KARNATAKA,29,MANDYA,2922
2012,5,ODISHA,21,BOUDH,2122
2012,6,DELHI,7,CENTRAL DELHI,706
2012,2,HARYANA,6,FATEHABAD,610
2012,3,HARYANA,6,MAHENDRAGARH,616
2012,9,MEGHALAYA,17,JAINTIA HILLS,1707
2012,2,PUDUCHERRY,34,YANAM,3401
2012,6,ANDHRA PRADESH,28,SRIKAKULAM,2811
2012,4,BIHAR,10,SAMASTIPUR,1019
2012,8,SIKKIM,11,SOUTH SIKKIM,1103
2012,12,ARUNACHAL PRADESH,12,Anjaw,1216
2012,8,NAGALAND,13,PHEK,1308
2012,12,UTTARAKHAND,5,RUDRAPRAYAG,503
2012,3,JHARKHAND,20,GARHWA,2001
2012,9,PUDUCHERRY,34,PONDICHERRY,3402
2012,5,JAMMU & KASHMIR,1,RAMBAN,118
2012,2,RAJASTHAN,8,BANSWARA,828
2012,8,UTTAR PRADESH,9,SHRAWASTI,951
2012,4,KARNATAKA,29,KODAGU,2925
2012,1,UTTARAKHAND,5,UTTARKASHI,501
2012,2,GUJARAT,24,PANCH MAHALS,2417
2012,12,MANIPUR,14,CHURACHANDPUR,1403
2012,2,PUNJAB,3,HOSHIARPUR,305
2012,8,RAJASTHAN,8,DUNGARPUR,827
2012,2,TELANGANA,36,NIZAMABAD,3602
2012,9,HARYANA,6,MEWAT,620
2012,8,DAMAN & DIU,25,DIU,2501
2012,11,PUDUCHERRY,34,YANAM,3401
2012,1,MADHYA PRADESH,23,DINDORI,2341
2012,10,GOA,30,NORTH GOA,3001
2012,8,A & N ISLANDS,35,ANDAMANS,3501
2012,8,KARNATAKA,29,KODAGU,2925
2012,5,JHARKHAND,20,CHATRA,2003
2012,2,TAMIL NADU,33,PERAMBALUR,3316
2012,6,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,1215
2012,11,KERALA,32,PATHANAMTHITTA,3212
2012,8,ARUNACHAL PRADESH,12,Anjaw,1216
2012,1,KARNATAKA,29,KOPPAL,2907
2012,2,ARUNACHAL PRADESH,12,WEST KAMENG,1202
2012,12,BIHAR,10,BANKA,1023
2012,3,JAMMU & KASHMIR,1,SHOPIAN,115
2012,12,GOA,30,NORTH GOA,3001
2012,3,TELANGANA,36,NIZAMABAD,3602
2012,6,DAMAN & DIU,25,DIU,2501
2012,2,PUDUCHERRY,34,YANAM,3401
2012,10,UTTARAKHAND,5,RUDRAPRAYAG,503
2012,1,HIMACHAL PRADESH,2,KANGRA,202
2012,8,HIMACHAL PRADESH,2,MANDI,205
2012,3,MANIPUR,14,TAMENGLONG,1402
2012,7,CHHATTISGARH,22,KANKER,2214
2012,10,KARNATAKA,29,MANDYA,2922
2012,9,UTTARAKHAND,5,RUDRAPRAYAG,503
2012,9,UTTAR PRADESH,9,MAHARAJGANJ,957
2012,4,ANDHRA PRADESH,28,WEST GODAVARI,2815
2012,3,HARYANA,6,MEWAT,620
2012,3,CHHATTISGARH,22,SURGUJA,2202
2012,6,TAMIL NADU,33,PERAMBALUR,3316
2012,7,GOA,30,NORTH GOA,3001
2012,10,JAMMU & KASHMIR,1,SHOPIAN,115
2012,12,TRIPURA,16,NORTH TRIPURA,1604
2012,1,UTTARAKHAND,5,UTTARKASHI,501
2012,1,PUNJAB,3,HOSHIARPUR,305
2012,3,GUJARAT,24,PANCH MAHALS,2417
2012,11,TRIPURA,16,DHALAI,1603
2012,12,UTTARAKHAND,5,BAGESHWAR,508
2012,4,ASSAM,18,DARRANG,1808
2012,7,ARUNACHAL PRADESH,12,WEST KAMENG,1202
2012,12,DELHI,7,NEW DELHI,705
